name,website,email,phone,sectors,address,careers_page,description,region
SeCan Association,https://secan.com/,seed@secan.com,613-592-8600,"Manufacturing, Engineering, Industrial & System Design","400-300 Terry Fox Dr, Kanata, ON K2K 0E3",,"SECAN is a privately held company that distribute dominant varieties of wheat, soybeans, barley, oats, flax and for...",Ottawa · Kanata North (ON)
Sectigo,https://sectigo.com/,sales@sectigo.com,914-732-8446,"Defense, Security, & Aerospace","1125 Innovation Dr Suite 200, Kanata, ON K2K 3G6",,"Sectigo is the world’s largest commercial Certificate Authority (CA) and a leading web security solutions company, ...",Ottawa · Kanata North (ON)
Securitas Technology,https://www.securitastechnology.com/en-ca/,,1-800-463-7472,"Defense, Security, & Aerospace","309 Legget Dr, Ottawa, Kanata, Ottawa, ON K2K 3A3, Canada",,"Securitas Technology is a world leader and global provider of security, health and safety solutions and services. T...",Ottawa · Kanata North (ON)
Semtech Canada Corporation Ottawa Design Centre,https://www.semtech.com/,,613-416-1375,Semiconductors,"411 Legget Dr Suite 104 & 600, Kanata, ON K2K 3C9",,Semtech Corporation is a leading supplier of high-quality analog and mixed-signal semiconductor products. We are de...,Ottawa · Kanata North (ON)
Serenity,https://serenitykanata.ca/,Sales@SerenityKanata.ca,613-836-3310,Real Estate,"280 Herzberg Rd, Ottawa, ON K2K 1X7",,Serenity in Kanata North represents a rare opportunity unlike any new condominium in Ottawa. Enjoy spectacular pano...,Ottawa · Kanata North (ON)
Sevens Tree Global,https://sevenstreeglobal.com/,mail@sevenstree.com,613-850-5545,Fintech,"1000 Innovation Drive suite 500, Kanata, Ottawa, Ontario, Canada",,Sevens Tree Global is an AI/ML fintech project using advanced automated trading technology to create wealth with hi...,Ottawa · Kanata North (ON)
Shawarma House,https://shawarmahousekanata.com/,info.thaipalace@gmail.com,613-366-4000,Dining,"836 March Rd, Kanata, Ottawa, ON K2W 0C9, Canada",,Shawarma House offers delicious Lebanese cuisine. Welcome to Shawarma House. We are located in Kanata North in the ...,Ottawa · Kanata North (ON)
Shell Canada Service Station,https://www.shell.ca/,,613-592-6206,Retail & Hospitality,"720 March Rd, Ottawa, ON K2K 2R9",,"Shell Canada LTD is an energy company with products in the water, gas and oil industries.",Ottawa · Kanata North (ON)
Shift4 Payments,https://www.shift4.com/,MARKETING@SHIFT4.COM,888-276-2108,Finance & Accounting,"400 March Rd, Kanata, Ottawa, ON K2K 3H4, Canada",,Shift4 is changing the way the world experiences commerce.,Ottawa · Kanata North (ON)
Shirin Market,http://www.shirinmarket.ca/,,613-591-7001,Retail & Hospitality,"700 March Rd, Kanata, ON K2K 2V9",,"Authentic Mediterranean Groceries in the heart of Kanata North. Halal Meat, Turksih, Iran, Pakistan, Arab Food Prod...",Ottawa · Kanata North (ON)
Shopper's Drug Mart,https://www.shoppersdrugmart.ca/,,613-592-6010,Retail & Hospitality,"1102 Klondike Road R R #1, Kanata, ON K2K 1X7",,"Shoppers Drug Mart Inc., commonly known as Shoppers is a Canadian retail pharmacy chain. It has more than 1,300 sto...",Ottawa · Kanata North (ON)
Siemens Digital,https://eda.sw.siemens.com/en-US/,,613-963-1000,"Manufacturing, Engineering, Industrial & System Design","411 Leggett Drive Suite 502 Kanata, ON K2K 1Y6",,"Siemens eMobility builds EV charging solutions for electrified transportation. As a leading technology company, we ...",Ottawa · Kanata North (ON)
Signiant,https://www.signiant.com/,marketing@signiant.com,613-599-2140,Software,"11 Hines Rd, Kanata, ON K2K 1X7",,"Signiant's enterprise software provides people and systems with fast, reliable, secure global access to valuable me...",Ottawa · Kanata North (ON)
SimFront Simulation Systems Corporation,https://www.simfront.com/,General-Info@simfront.com,613-216-2300,"Defense, Security, & Aerospace","329 March Rd, Kanata, ON K2K 2E1",,"We unify virtual, augmented, and integration technologies in order to create the conditions for an unequaled experi...",Ottawa · Kanata North (ON)
SimWave Consulting,https://www.simwave.ca/,info@simwave.ca,613-216-2300,Software,"329 March Rd #232, Kanata, ON K2K 2E1",,"SimWave Consulting Incorporated was formed in 2013 as a sister corporation to SimFront Simulation Systems, in Ottaw...",Ottawa · Kanata North (ON)
Siwach Law Professional Corporation,https://siwachlaw.com/,office@siwachlaw.com,647-354-3425,Legal,"1000 Innovation Dr Suite 582, Ottawa, ON K2K 3E7",,"Access a wide range of legal services in Ottawa, Toronto & GTA.",Ottawa · Kanata North (ON)
Skyworks Solutions Inc.,https://www.skyworksinc.com/,,613-287-4945,Semiconductors,"1135 Innovation Dr, Kanata, ON K2K 3G7",,"Skyworks Solutions, Inc. is an innovator of high performance analog semiconductors. Leveraging core technologies, S...",Ottawa · Kanata North (ON)
Smoke F/X,https://www.smokefx.ca/,info@smokefx.ca,613-591-0111,Retail & Hospitality,"329 March Rd, Kanata, ON K2K 2E1",,"Proudly assisting smokers make the switch for over 13 years. With 4 locations and growing to serve you, as well as ...",Ottawa · Kanata North (ON)
Sobeys,https://www.sobeys.com/en/,customer.service@sobeys.com,613-599-8965,Food Retail,"840 March Road, Ottawa, ON, Canada",,"Sobeys Inc. is proudly Canadian, with more than 115 years of experience in the food retail business. As one of only...",Ottawa · Kanata North (ON)
Solace Systems,https://solace.com/,info@solace.com,613-271-1010,Information Technology & Services,"535 Legget Dr 3rd Floor, Kanata, ON K2K 3B8",,Solace helps large enterprises become modern and real-time by giving them everything they need to make their busine...,Ottawa · Kanata North (ON)
Solink Corporation,https://solink.com/,info@solink.com,844-635-7305,Cyber Security,"390 March Rd Suite 110, Kanata, ON K2K 0G7",,Solink is a data-driven security platform that captures and audits 100% video and transactional data to reduce frau...,Ottawa · Kanata North (ON)
South March Medical Centre,https://www.southmarchmed.ca/,,613-468-1010,"Health & Wellness, Hospital & Healthcare",,,"We are a comprehensive, family medicine practice with in-house imaging by Canadian Diagnostic Network, an independe...",Ottawa · Kanata North (ON)
South March Studio,http://southmarchstudio.com/,info@southmarchstudio.com,613-769-3297,Art & Recreation,"1111A Klondike Rd, Kanata, ON K2K 1X7",,South March Studio is a full service photography studio in the heart of Ottawa's technology sector: Kanata North. P...,Ottawa · Kanata North (ON)
Space Credibility Canada Inc.,https://credibility.space/,contact@credibility.space,343-204-4145,Aviation & Aerospace,,,Space Credibility Canada Inc. (SCCI) is a Canadian space and defence electronics manufacturing company specializing...,Ottawa · Kanata North (ON)
Specialized Stainless Solutions,https://3-s.ca/,hello@3-s.ca,1-800-840-7782,"Manufacturing, Engineering, Industrial & System Design","106 Schneider Rd unit 3, Kanata, Ottawa, Ontario K2K 1Y2, Canada",,Enhance your brewery operations with semi-automated keg washers. Engineered to optimize efficiency for small teams....,Ottawa · Kanata North (ON)
Spectrum Control Ltd.,https://ssia.spectrumcontrol.com/,,613-270-9009,"Manufacturing, Engineering, Industrial & System Design","360 Terry Fox Dr, Ottawa, ON K2K 2P5",,"Spectrum Control, Inc., together with its subsidiaries, engages in the design, development, manufacture, and sale o...",Ottawa · Kanata North (ON)
Sphyrna Security,https://sphyrnasecurity.com/,info@sphyrnasecurity.com,888-774-9762,"Defense, Security, & Aerospace","1000 Innovation Drive 5th Floor, Kanata, ON K2K 3E7",,We are a highly respected and innovative member of the security community since 2000. We have successfully delivere...,Ottawa · Kanata North (ON)
Square Peg Communications Inc.,https://squarepeg.ca/,sales@squarepeg.ca,613-271-0044,"Telecommunications, Wireless & Photonics","4017 Carling Av Suite 200, Kanata, ON K2K 2A3",,Square Peg Communications Inc. (SPCI) specializes in the development and manufacture of state of the art DSP-based ...,Ottawa · Kanata North (ON)
Ssi Micro Ltd.,https://www.ssicanada.com/,customercare@ssicanada.com,613-271-6464,"Telecommunications, Wireless & Photonics","230 Herzberg Rd, Kanata, ON K2K 2A1",,SSi Canada is a Canadian wireless broadband internet service provider primarily serving remote areas that lack terr...,Ottawa · Kanata North (ON)
St. Louis Bar and Grill,https://www.stlouiswings.com/,5035innovation@stlouiswings.com,613-254-9231,Dining,"5035 Innovation Dr, Ottawa, ON K2K 0L5",,"St. Louis Bar & Grill is a Canadian chain known for its casual dining atmosphere, specializing in chicken wings, ri...",Ottawa · Kanata North (ON)
Starbucks Store,https://www.starbucks.ca/,,613-462-5893,Dining,"5055 Innovation Dr, Kanata, ON K2K 3K1",,"The company, through its stores, offers several blends of coffee, handcrafted beverages, merchandise, and food item...",Ottawa · Kanata North (ON)
Starvoy Technologies Inc.,https://www.starvoy.com/,sales@starvoy.com,613-592-8910,VARS & Parts Suppliers,"4017 Carling Ave Suite 101, Kanata, ON K2K 2A3",,"Founded in 1997, Starvoy Technologies has emerged as one of the leading semiconductor sales organizations in the Ca...",Ottawa · Kanata North (ON)
Stax Bill,https://staxbill.com/,sales@staxbill.com,888-519-1425,Fintech,"232 Herzberg Rd Suite 203, Kanata, ON K2K 2A1",,Stax Bill is a comprehensive automated subscription billing and payments platform designed to help businesses strea...,Ottawa · Kanata North (ON)
Subway,https://www.subway.com/en-ca,,613-254-8651,Dining,"329 March Rd Unit 68, Kanata, ON K2K 2E1",,"Subway is an American multinational fast food restaurant franchise that specializes in submarine sandwiches, wraps,...",Ottawa · Kanata North (ON)
Superna Inc.,https://superna.io/,support@superna.net,613-729-1100,Software,"104 Schneider Road, Kanata, K2K 1Y2, Ottawa, ON K2K 0E3",,"Superna delivers disaster recovery orchestration, security, root-cause analytics for file storage systems.",Ottawa · Kanata North (ON)
Swidget,https://www.swidget.com/,support@swidget.com,613-384-1625,Hardware,"4043 Carling Ave Suite 120, Kanata, ON K2K 2A4",,Swidget is a modular smart home hardware that provides a suite of inserts to make a home a smart home. The company ...,Ottawa · Kanata North (ON)
Synopsys Canada,https://www.synopsys.com/,,613-595-9800,Semiconductors,"450 March Rd #401, Kanata, ON K2K 3K2",,ArchPro Design Automation provides EDA products to meet low-power and multi-voltage power management challenges. It...,Ottawa · Kanata North (ON)
Syntax Strategic,https://www.syntaxstrategic.ca/,,613-470-8555,Other,"300 March Rd #205, Kanata, ON K2K 2E2",,"Syntax Strategic is an Ottawa-based company, specializing in advocacy, graphic design, digital strategy, and public...",Ottawa · Kanata North (ON)
Syntronic Research and Development Canada,http://www.syntronic.com/,info.americas@syntronic.com,613-383-1111,"Manufacturing, Engineering, Industrial & System Design","340 Terry Fox Dr #200, Kanata, ON K2K 3A2",,"Syntronic is a prominent engineering Design House specializing in the design and development of electronics, electr...",Ottawa · Kanata North (ON)
Tacit Law,https://tacitlaw.com/,info@tacitlaw.com,613-599-5345,Legal,"1000 Innovation Drive #500, Kanata, Ottawa, Ontario K2K 3E7, Canada",,"Tacit Law's practice includes helping both start-up and longstanding businesses, not-for-profit and public sector o...",Ottawa · Kanata North (ON)
Talent Lab Inc.,https://talentlab.com/,inquire@talentlab.com,613-271-8181,Semiconductors,"603 March Rd 2nd Floor, Kanata, ON K2K 2M5",,Specializing in highly customized talent acquisition solutions for leading edge technology companies.,Ottawa · Kanata North (ON)
Tantalus Systems Corp. (acquired Ottawa based Energate),https://www.tantalus.com/,TantalusInfo@tantalus.com,613-482-7928,Clean Tech,"2500 Solandt Rd #320, Kanata, ON K2K 3G5",,"Tantalus provides Smart Grid communications solutions for Advanced Metering, Demand Response & Distribution Automat...",Ottawa · Kanata North (ON)
TCC Canada - The Corporate Centre,https://tcccanada.com/,sales@tcccanada.com,613-566-7000,Other,"1000 Innovation Dr Suite 500, Kanata, ON K2K 3E7",,TCC Canada was established to satisfy a growing need and filled a void in the business office market. For over 25 y...,Ottawa · Kanata North (ON)
TD Banking Group (TD),https://www.td.com/ca/,,613-595-1641,Finance & Accounting,"1106 Klondike Rd, Kanata, ON K2K 0G1",,"Toronto Dominion Bank Group offers a full range of financial products and services. Headquartered in Toronto, Canad...",Ottawa · Kanata North (ON)
Technology Integration Group (TIG),https://tig-canada.ca/,contactus@tig.com,613-599-5550,Information Technology & Services,"555 Legget Drive, Tower B, Suite 730, Kanata, ON K2K 2X3",,"Technology Integration Group is your source for IT products and solutions. Headquartered in San Diego, TIG has 23 o...",Ottawa · Kanata North (ON)
Teldio Corporation,https://www.teldio.com/,sales@teldio.com,613-271-5980,Software,"390 March Rd Suite 110, Kanata, ON K2K 0G7",,"Teldio is a leading provider of innovative solutions, specializing in two-way radio and video networks, that drive ...",Ottawa · Kanata North (ON)
Terlin Construction Ltd,https://www.terlin.ca/,inquiries@terlin.ca,613-821-0768,"Construction, Renovation, & Other Home Services","1240 Teron Rd, Kanata, ON K2K 2B5",,"By making customer service and satisfaction our highest priority, Terlin Construction has evolved over three decade...",Ottawa · Kanata North (ON)
TerraNova Solutions Rewired,https://terranovasol.com/,sales@terranovasol.com,866-515-3835,"Defense, Security, & Aerospace","425 Legget Dr, Kanata, ON K2K 2W2",,"Our roots run deep in Canadian soil. TerraNova is a Privately-owned, Indigenous Minority, Canadian SME. As a wholly...",Ottawa · Kanata North (ON)
Tessellis,https://tessellis.ca/,,514-349-5827,"Hospital & Healthcare, Software","350 Legget Dr Unit 101, Kanata, ON K2K 0G7",,Tessellis is a Canadian-owned company with a unique focus: making magnetic resonance (MR) imaging acquisition and a...,Ottawa · Kanata North (ON)
Texas Instruments Canada Ltd.,https://www.ti.com/,,613-271-8649,Semiconductors,"505 March Rd Suite 200, Kanata, ON K2K 3A4",,"Texas Instruments is a Dallas, Texas-based company that specializes in developing and commercializing semiconductor...",Ottawa · Kanata North (ON)
Thai Express,https://thaiexpress.ca/,,613-254-5511,Dining,"854 March Rd unit 5, Kanata, Ottawa, ON K2W 0C9, Canada",,"With the goal of bringing Thaï food to North America and making it more accessible, Thaï Express was the first quic...",Ottawa · Kanata North (ON)
The Barley Mow,https://barleymow.com/,gmkanata@barleymow.com,613-599-6098,Dining,"700 March Rd, Kanata, ON K2K 1L3",,,Ottawa · Kanata North (ON)
The Brechin Group Inc.,https://www.brechingroup.com/,melissa@brechingroup.com,613-592-5235,Other,"515 Legget Dr, Kanata, ON K2K 3G4",,The Brechin Group Inc. is a content conversion and digitization company using image science-based processes to ensu...,Ottawa · Kanata North (ON)
The Brookstreet Café (inside Brookstreet Hotel),https://www.brookstreethotel.com/b-café,info@brookstreet.com,613-271-1800,Dining,"525 Legget Drive, Ottawa, ON K2K 2W2",,,Ottawa · Kanata North (ON)
The Children's Place,https://www.childrensplace.on.ca/,reception@childrensplace.on.ca,613-592-5002,Education & Day Care,"310 Legget Dr, Kanata, ON K2K 1Y6",,"The Children’s Place is a non-profit organization staffed by dedicated, creative Early Childhood Educators, operate...",Ottawa · Kanata North (ON)
The Fitness Lab,https://thefitnesslabottawa.com/,kanata@thefitnesslabottawa.com,613-254-9333,Health & Wellness,"105 Schneider Rd, Kanata, ON K2K 1Y2",,"A community of like-minded people that have come together to create positive change physically, mentally, and emoti...",Ottawa · Kanata North (ON)
The Great-West Life Assurance Company - Sales and Marketing Centre & Quadrus,https://www.greatwestlifeco.com/,,514-350-7940,Finance & Accounting,515 Legget Drive Suite 500,,"The Canada Life Assurance Company, commonly known as Canada Life, is an insurance and financial services company wi...",Ottawa · Kanata North (ON)
The Hair Bar,https://www.thehairbar.ca/,thehairbarkanata@gmail.com,613-592-0202,"Health & Wellness, Retail & Hospitality","1106 Klondike Rd, Kanata, ON K2K 0G1",,The Hair bar team consists of carefully selected individuals with a high level of expertise and guest service that ...,Ottawa · Kanata North (ON)
The Marshes Golf Club,https://www.marshesgolfclub.com/,info@marshesgolfclub.com,613-271-3370,Retail & Hospitality,"320 Terry Fox Dr, Kanata, ON K2K 3L1",,"The Marshes Golf Club is a public golf club located in Ottawa, Ontario. The Marshes golf course was designed by Rob...",Ottawa · Kanata North (ON)
The Mortgage Masters Inc. (CENTUM),https://www.themortgagemasters.ca/,info@themortgagemasters.ca,613-270-8444,Finance & Accounting,"555 Legget Dr Tower B, Suite 832, Kanata, ON K2K 2X3",,We are here to make your mortgage process easier! Mortgages can be stressful. Whether you are looking to buy your f...,Ottawa · Kanata North (ON)
The Portia Learning Centre,https://www.portialearning.com/,info@portialearning.com,613-591-9966,Education & Day Care,"50 Steacie Dr, Kanata, ON K2K 2A9",,"Every child is unique. At The Portia Learning Centre, we know your child’s needs are individual to them. To reach t...",Ottawa · Kanata North (ON)
The Smith Investigation Agency,https://smithinvestigationagency.com/,,888-950-4113,"Defense, Security, & Aerospace","555 Legget Dr Suite 304 - Tower A, Kanata, ON K2K 2X3",,The Smith Investigation Agency is a faith-based Christian private investigations firm that specializes in providing...,Ottawa · Kanata North (ON)
The Wine Garden,https://thewinegarden.ca/,winegardenwarehouse@bellnet.ca,613-270-9083,Retail & Hospitality,"100 Schneider Rd, Kanata, ON K2K 1Y2",,"At the Wine Garden Warehouse Winery, we are proud and pleased to share our skills and knowledge of modern wine-maki...",Ottawa · Kanata North (ON)
Thera-Business,https://www.therabusiness.com/,info@therabusiness.com,613-271-1569,Life Sciences,"515 Legget Dr Suite 204, Kanata, ON K2K 3G4",,Thera-Business has been involved in the development of evidence-based reports and regulatory documents for over 25 ...,Ottawa · Kanata North (ON)
ThinkRF Corporation,https://thinkrf.com/,,613-369-5104,Data & Cloud Services,"390 March Rd, Kanata, ON K2K 0G7",,"ThinkRF specializes in high-performance, reconfigurable RF receivers for applications such as spectrum sensing & mo...",Ottawa · Kanata North (ON)
Tim Hortons,https://www.timhortons.ca/,,613-599-9520,Dining,"4060 Carling Ave, Kanata, ON K2K 1Y1",,Tim Hortons is more than a coffee shop – it’s one of the largest restaurant chains in North America and the largest...,Ottawa · Kanata North (ON)
TimeSaver Foods,https://timesaverfoods.com/,peter@timesaverfoods.com,613-293-9909,"Dining, Retail & Hospitality","350 Terry Fox Dr Suite 101, Kanata, ON K2K 2W5",,"TimeSaver Foods has been creating home-cooked, comfort foods for the Ottawa area community since 2000. Our dishes a...",Ottawa · Kanata North (ON)
Tipot Technologies,https://www.tipottechnologies.com/,info@tipottechnologies.com,613-790-7608,"Telecommunications, Wireless & Photonics","555 Legget Dr Tower A, Suite 304, Kanata, ON K2K 2X3",,"TIPoT (Tiny IP of Things) Technologies Inc. is a Canadian company based in Ottawa, the capital city of Canada, whic...",Ottawa · Kanata North (ON)
Total OutSource Canada Inc.,https://www.toicanada.ca/,,613-482-0475,"Manufacturing, Engineering, Industrial & System Design","300 Terry Fox Dr #500, Kanata, ON K2K 0E3",,"Total OutSource Canada Inc. (TOCI) is a local Canadian business providing Integrated Logistics Support (ILS), techn...",Ottawa · Kanata North (ON)
TPC Simutech Multimedia,https://www.tpctraining.com/,customerservice@tpctraining.com,613-722-1230,Education & Day Care,"4043 Carling Ave Suite 200, Kanata, ON K2K 2A4",,"TPC Training is the leader in maintenance, repair, and operator training, with complete solutions for a 21st centur...",Ottawa · Kanata North (ON)
Transcat Canada,https://www.transcat.com/,sales@transcat.com,613-909-2463,VARS & Parts Suppliers,"4043 Carling Ave, Kanata, ON K2K 2A4",,Transcat provides ISO/IEC 17025 accredited calibration & repair services & sells professional electronic test equip...,Ottawa · Kanata North (ON)
Transit Glass & Aluminum Ltd.,https://transitglass.com/,info@transitglass.com,613-599-0092,"Construction, Renovation, & Other Home Services","100 Schneider Rd Unit 5, Kanata, ON K2K 1Y2",,Commercial glass company,Ottawa · Kanata North (ON)
Trellis Corporation,https://gotrellis.com/,info@gotrellis.com,613-799-4050,Software,"515 Legget Drive suite 900, Ottawa, ON, Canada",,Trellis is a B2B SaaS company that helps brands selling on e-commerce marketplaces profitably grow.,Ottawa · Kanata North (ON)
Trend Micro Canada Technologies Inc.,https://www.trendmicro.com/,,613-599-4505,Cyber Security,"40 Hines Rd Suite 300, Ottawa, ON K2K 2M5",,"Trend Micro Incorporated, a global leader in cyber security solutions, helps to make the world safe for exchanging ...",Ottawa · Kanata North (ON)
Tricim Corporation,http://www.tricim.com/,info@tricim.com,613-591-6077,"Manufacturing, Engineering, Industrial & System Design","535 Legget Dr suite 110, Kanata, ON K2K 3B8",,"TriCim was incorporated in October 2001 and began operations in Kanata, Ontario, providing component services to th...",Ottawa · Kanata North (ON)
Trillium Dental Corporate,https://www.trilliumdental.ca/,marketing@trilliumdental.ca,613-595-1360,Hospital & Healthcare,"340 March Rd #303, Kanata, ON K2K 2E4",,Our team dedicates themselves to providing you with the exceptional service and dental care you deserve. With over ...,Ottawa · Kanata North (ON)
Trillium Floral Designs,https://www.trilliumfloral.ca/,info@trilliumfloral.ca,613-599-6849,Retail & Hospitality,"329 March Rd Suite 90, Kanata, ON K2K 2E1",,"Trillium Floral Designs is an Ottawa West-based floral boutique specializing in modern, fresh arrangements with a f...",Ottawa · Kanata North (ON)
Trio Danceworks,https://kanatadance.com/,info@kanatadance.com,613-599-1653,Art & Recreation,,,"We provide instruction in many dance styles, including Ballet, Tap, Jazz, Contemporary Hip Hop and Acro. We offer i...",Ottawa · Kanata North (ON)
Trudel Home Hardware - Kanata,https://www.homehardware.ca/store/13613?utm_source=bing&utm_medium=organic_search&utm_campaign=local_seo&utm_content=13613,trudelhh.kanata@homehardware.ca,613-592-8678,Retail & Hospitality,"329 March Rd, Kanata, ON K2K 2E1",,Home Hardware Stores Limited is Canada's largest independent home improvement retailer. The company is owned by clo...,Ottawa · Kanata North (ON)
TrueContext,https://truecontext.com/,support@prontoforms.com,888-282-4184,Information Technology & Services,"2500 Solandt Rd #250, Kanata, ON K2K 3G5",,"TrueContext Corporation provides mobile business solutions to automate field sales, field service, and field data c...",Ottawa · Kanata North (ON)
Truvo Cyber,https://truvo.ca/,info@truvo.ca,613-518-3775,,"1000 Innovation Drive suite 5, Ottawa, ON, Canada",,"Cybersecurity consulting company helping SaaS companies become compliant with SOC 2, ISO 27001 and other frameworks...",Ottawa · Kanata North (ON)
TSMC Design Technology Canada Inc.,https://www.tsmc.com/english,tsmchr@tsmc.com,613-576-1990,Semiconductors,"1000 Innovation Dr Suite 400, Kanata, ON K2K 1E7",,"TSMC created the semiconductor Dedicated IC Foundry business model when it was founded in 1987. In 2022, TSMC serve...",Ottawa · Kanata North (ON)
TutorOcean,https://www.tutorocean.com/,,888-568-8867,"Education & Day Care, Software",535 Legget Drive,,"Sharing knowledge should be easy and everyone should be able to do it; knowledge keeps us all connected, hence fuel...",Ottawa · Kanata North (ON)
TÜV SÜD Canada Inc.,https://www.tuvsud.com/en-us,,613-808-3764,"Manufacturing, Engineering, Industrial & System Design","1280 Teron Rd, Kanata, ON K2K 2C1",,"TÜV SÜD is a trusted partner of choice for safety, security and sustainability solutions. We specialise in testing,...",Ottawa · Kanata North (ON)
Ultramar + Corner Store,https://www.ultramar.ca/en-on/,,613-592-8161,Retail & Hospitality,"401 March Rd, Ottawa, ON K2K 0K1",,"Ultramar, one of the largest companies refining and marketing of petroleum products in the country.",Ottawa · Kanata North (ON)
Una Derma Clinic,https://unadermaclinic.ca/,contact@unadermaclinic.ca,613-297-1221,Health & Wellness,,,"Una Derma Clinic is a boutique skin clinic located in Kanata, Ontario. Our clinic offers state of the art non-surgi...",Ottawa · Kanata North (ON)
Unlocked Adventures Ottawa,https://unlockedottawa.com,unlockedott@gmail.com,613-509-1322,Art & Recreation,"329 March Rd Unit 202, Kanata, ON K2K 2E1",,"Escape rooms for kids and families. Our escape rooms are LIVE ACTION ADVENTURES that require teamwork, logical thin...",Ottawa · Kanata North (ON)
uOttawa - Kanata North,https://www.uottawa.ca/research-innovation/kanata-north,uokn@uottawa.ca,613-286-4715,Education & Day Care,"535 Legget Dr Suite 200, Kanata, ON K2K 3B8",,The University of Ottawa is the largest bilingual (English-French) university in the world. Located at the heart of...,Ottawa · Kanata North (ON)
ViaMarzo - Kitchen and Wine,https://www.viamarzo.ca/,info@viamarzo.ca,613-592-7778,Dining,"854 March Rd Unit 6, Kanata, ON K2W 0C9",,"Offering Kanata's newest experience in ​Italian Mediterranean cuisine, we look forward to welcoming you soon!",Ottawa · Kanata North (ON)
Vibrant9,https://vibrant9.com/,info@vibrant9.com,613-883-7620,,"555 Legget Dr, Kanata, ON K2K 3B8",,"Vibrant9 is a cloud consulting and services company focused on public cloud platforms, networking and DevOps. We he...",Ottawa · Kanata North (ON)
Vivotek Canada,https://vivotek.ca/,info@vivotek.ca,343-633-5546,Information Technology & Services,"1000 Innovation Dr unit 578, Kanata, Ottawa, ON, Canada",,Vivotek is a product studio built by entrepreneurs looking to push the boundaries of what an app development partne...,Ottawa · Kanata North (ON)
VixelStudio,https://vixelstudio.com/,contact@vixelstudio.com,613-902-3111,Digital Marketing,"62 Steacie Dr suite 10, Ottawa, Kanata, Ottawa, Ontario K2K 2A9, Canada",,"Based in Ottawa, VixelStudio specializes in web design, SEO, and branding to help businesses increase traffic, gene...",Ottawa · Kanata North (ON)
Voila Gluten-Free Bakeree,https://www.voilaglutenfreebakeree.com/,ottawa@voilaglutenfreebakeree.com,613-592-5959,Dining,"4055 Carling Ave #2, Kanata, ON K2K 2A4",,"Welcome to Voilà! A local family owned and operated business in Kanata, Ontario. With much hard work and dedication...",Ottawa · Kanata North (ON)
Voyar Technology,https://voyar.ca/,info@voyar.ca,613-519-0748,Environmental Technology & Services,"1000 Innovation Dr unit 588, Kanata, Ottawa, ON, Canada",,Voyar Technologies is an inter-city ride-sharing software company built to help solve the growing problems of traff...,Ottawa · Kanata North (ON)
W3 Business Network Inc.,https://www.businessnetwork.com/,sales@businessnetwork.com,613-592-6877,"Artificial Intelligence, Data & Cloud Services","555 Legget Dr, Kanata, ON K2K 2X3",,W3 helps businesses reduce years of development into days by accelerating their Digital Transformation journey thro...,Ottawa · Kanata North (ON)
Waira,https://waira.ca/,info@waira.ca,343-633-5546,Health & Wellness,"1000 Innovation Dr #587, Kanata, Ottawa, Ontario K2K 3E7, Canada",,Improving healthcare through innovative technology is at the core of Waira’s work. Our scalable medical imaging pla...,Ottawa · Kanata North (ON)
Warner Brother's Discovery,https://www.warnermedia.com/ca,,613-228-9107,Broadcast Media,"307 Legget Dr, Kanata, ON K2K 3C8",,"Discovery, Inc. is a global leader in real life entertainment, serving a passionate audience of superfans around th...",Ottawa · Kanata North (ON)
Wesley Clover International,http://www.wesleyclover.com/,info@wesleyclover.com,613-271-6305,Finance & Accounting,"390 March Rd Suite 110, Kanata, ON K2K 0G7",,"Wesley Clover is a private, global investment management and holding company, with active interests in innovative n...",Ottawa · Kanata North (ON)
Wesley Clover Services North America,https://www.wcs-northamerica.com/,info@wcs-northamerica.com,613-889-6020,Data & Cloud Services,"390 March Road, Kanata, ON, Canada",,"Wesley Clover Services, North America was created as a “Black Ops” team of specialized talent in the Cloud and Clou...",Ottawa · Kanata North (ON)
West End Unistyle Inc.,http://www.unistyle.ca/,info@unistyle.ca,613-599-5110,Health & Wellness,"555 Legget Dr Unit 117, Kanata, ON K2K 2X3",,"Whether you’re looking for a haircut, looking to change your colour or looking for the latest in hair care products...",Ottawa · Kanata North (ON)
Weston Instruments,http://ottawaguitarrepair.com/,shop@westoninstruments.com,613-407-4203,Other,"105 Schneider Rd l8, Kanata, ON K2K 1Y3",,"Welcome to Weston Instruments, a guitar repair centre in Ottawa, Ontario. A place where neglected, old, worn and br...",Ottawa · Kanata North (ON)
Whole Medicine Naturopathic Clinic,https://www.wholemedicine.ca/,reception@wholemed.ca,613-624-5000,Health & Wellness,"525 March Rd, Kanata, ON K2K 2P4",,Whole Medicine Wellness Centre has been offering exceptional patient and health care since 2014. We provide evidenc...,Ottawa · Kanata North (ON)
Willy's Pizza,https://www.willyspizza.ca,info@willyspizza.ca,613-595-1500,Dining,"1104 Klondike Rd, Kanata, ON K2K 0G1",,"Having opened its doors over thirty years ago, Willy’s Pizza has become a staple in homes and communities across Ot...",Ottawa · Kanata North (ON)
Winning Circle Martial Arts and Wellness Center,https://winningcirclemartialarts.com/,info@winningcircle.com,613-599-5425,Health & Wellness,"340 Terry Fox Dr Unit 100, Kanata, ON K2K 3A2",,"Winning Circle has been a part of Kanata community and committed to helping men, women, and children of all ages di...",Ottawa · Kanata North (ON)
